plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
경남 청년 보금자리 조성,인구감소지역 청년에 대한 안정적인 정주환경 조성으로 지역 정착 유도,"○ 청년, 신혼부부 등
○ 공공임대주택 114호 신축 및 공용커뮤니티 시설
○ (하동군) A=869㎡, 지상3층, 연면적 800㎡, 원룸형15호, 청년공유공간 조성
○ (함양군) A=2,900㎡, 연면적 1,380㎡, 36㎡타입 10호, 46㎡타입 20호, 69㎡타입 20호
○ (거창군) A=606㎡, 연면적 1,500㎡, 건축면적 363㎡, 원룸 및 미니투룸19호(660㎡)
커뮤니티 시설 1식(500㎡), 화합 공간 조성 등 340㎡
○ (합천군) A=2,330㎡, 공공임대주택 30호(청년 20호, 신혼부부 10호), 복지시설(아파트 내 복합)",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,주거,주택 및 거주지,경상남도
청년 농촌보금자리 조성,"귀농·귀촌인 등 농촌 청년층의 주거 부담 완화를 통해 청년들의 유입을 촉진하여 농촌의 지속가능성을 높이고 인구감소 위기에 대응, 청년층의 보육·문화·여가 등 수요를 충족시켜 농촌 삶의 질 개선","○ 귀농‧귀촌 청년 대상
  - 40세 미만 귀농‧귀촌 청년 또는 가구주 연령이 40세 미만인 귀농‧귀촌 신혼부부
  - 가구주 연령이 만 40세 미만이면서 1명 이상의 자녀를 양육 중인 가정
○ 보육 수요, 문화·여가 생활 욕구 등 정책 수혜자인 청년층의 생활패턴을 고려한 공동시설이 복합된 주거단지 조성
  - 공공임대주택, 공동보육시설, 커뮤니티시설",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,주거,주택 및 거주지,경상남도
청년 일자리 연계 주거 지원,인구 감소에도 적응할 수 있는 지역 생활 거점 조성 플랫폼과 연계되거나 지역 내 청년 수요를 반영한 주거 공간 조성사업 지원,"○ 지역에서 일하는 청년들을 위한 쾌적한 주거공간 조성
○ 공공임대주택 신축, 기숙사, 유휴시설 리모델링, 컨테이너 하우스 등 ",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,주거,주택 및 거주지,경상남도
청년어업인 해외연수비 지원,청년 어업인들에게 해외 수산업 연수를 통한 선진 어업 경영을 통한 벤치마킹 및 해양환경 등 지속적인 어업 기반 발전 방안 모색,"○ 18 ~ 49세 청년어업인
○ 청년어업인 해외 수산업 연수비 지원",20250101 ~ 20250710,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,18.0,49.0,참여권리,청년국제교류,경상남도
산업디자인 우수인재 해외연수 실시,"도내 산업디자인 글로벌 우수 인재 양성 및 청년의 지역 정착 유인, 산업 디자인 인재 육성을 통한 도내 기업의 디자인을 통한 부가가치 창출","○ 도내 산업디자인 관련 대학(원)생 등
○ 산업디자인 선진 국가 벤치마킹 실시 ",20250101 ~ 20250913,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,참여권리,청년국제교류,경상남도
대학생 농촌인력 지원,"농촌 봉사활동을 통한 농업·농촌의 공익적 가치에 대한 대학생 인식 전환 및 재능 기부 활동을 통한 농촌 활력 제고
 ","대학생 체험형 농촌 일손 돕기 및 재능 기부 활동(벽화 그리기, 이미용 봉사 활동 등)",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"참여권리,참여권리","청년참여,정책인프라구축",경상남도
경남 꿈 아카데미,청년과 청소년을 대상으로 경남에서 꿈을 꾸고 성장할 수 있는 기회와 가능성에 대한 공감대 형성,"○ 경남 청년 및 청소년
○ 찾아가는 토크 콘서트, 청소년 꿈 캠프, 성공스토리 발굴 및 홍보",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"참여권리,참여권리","청년참여,정책인프라구축",경상남도
매체 활용 청년정책 홍보,청년정책의 전략적 홍보를 통해 정보 전달력 제고 및 정책 공감대 확산,"○ 청년 타깃의 맞춤형 온𐤟오프라인 홍보
○ 버스정류장 등 청년의 일상과 밀접한 오프라인 광고
○ 유튜브, 포털, 애플리케이션 등 청년 타깃 온라인 광고",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,참여권리,정책인프라구축,경상남도
청년 영상콘텐츠 제작 운영,청년 활동 성공모델 및 정책 수혜사례 공유로 청년정책 체감도 제고,"○ 청년정책 영상 콘텐츠 제작 및 경남 청년 유튜브 채널 운영
○ 분야별 경남 청년 활동 및 청년 감수성을 반영한 영상콘텐츠 제작
○ 현장 중심 스토리텔링 콘텐츠 제작으로 정책 수요자 맞춤형 홍보",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,참여권리,정책인프라구축,경상남도
청년 소셜미디어 운영,청년들이 주로 이용하는 온라인 채널을 활용한 청년정책 홍보 및 소통강화,"○ 관계 부서, 기관 협업을 통한 홍보 내실화 및 대표 청년정책 집중 홍보
○ 청년 트렌드에 맞춘 전략적 채널(인스타그램, 블로그) 운영
○ 청년정책 기자단 콘텐츠 등 청년 주체적 홍보 활성화",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,참여권리,정책인프라구축,경상남도
청년정보플랫폼 운영,"청년정책 정보 일원화, 온라인 원스톱 시스템을 통한 이용자 편의성 제공","○ 경남도 및 18개 시·군, 민간기관 청년정책 정보 통합 제공
○ 청년정책 알림 등 이용자 맞춤형 서비스 안내
○ 청년정보플랫폼 홍보 이벤트 등 추진",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",https://youth.gyeongnam.go.kr/youth/,19.0,39.0,참여권리,정책인프라구축,경상남도
청년농업인 커뮤니티 활성화 지원,청년농업인의 안정적인 농촌정착을 위한 청년들의 소통공간 제공 및 협업체계 구축,"사무실(커뮤니티공간) 임대료, 공공요금, 강사료, 간담회비, 컨설팅경비, 회의비, 홍보비 등",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,18.0,49.0,"참여권리,참여권리","청년참여,정책인프라구축",경상남도
청년어업인 육성 및 지원,"청년어업인이 주도적으로 참여하는 거버넌스를 구축하여, 어촌혁신 리더 육성 및 청년 신규 어촌정책 개발을 통한 어촌사회 발전에 기여","○ 청년어업인 소통 창구 및 참여 거버넌스 구축, 어촌 혁신 리더 육성, 청년 어촌 신규정책 개발 등
○ 청년어업인 회의 개최 : 도 분과위(연 4회), 시군 연합회의(월 1회)
○ 청년 어촌정책 발굴 워크숍 개최(연 2회)
○ 청년 어촌 신규정책 건의서 등 자료 제작(수시)",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"참여권리,참여권리","청년참여,정책인프라구축",경상남도
청년어업인 커뮤니티 활성화 지원,청년어업인의 안정적인 정착과 소통공간 마련으로 단체 운영체계 구축,"청년어업인 사무실 임대료, 공공요금, 간담회 및 컨설팅 경비, 회의비 등 운영비 지원",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,참여권리,정책인프라구축,경상남도
산학일체형 도제학교 운영,학교 및 산업현장 직업교육의 강점을 접목한 새로운 직업교육모델 창출로 취업 후 직무 만족도와 현장 적응력 제고 및 우수기술 인력 확보,"○ 도내 6개* 특성화고 2~3학년 재학생
* 창원기공, 진주기공, 경남자동차고, 김해건설공고, 창원공고, 마산공고 
○ 특성화고 2학년부터 학교·기업 병행으로 이론 및 실무현장교육 실시",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,18.0,39.0,"일자리,교육","취업,미래역량강화",경상남도
문화콘텐츠분야 산학연계 현장 실습 브릿지,"청년들의 일자리 수요가 높은 지역콘텐츠 기업의 전략적 육성 및 산학연 연계 현장 중심의 기업이 원하는 전문인력 양성,  문화콘텐츠기업 수요기반 현장 실습 연계 강화로 현장실무 중심의교육을 통한 우수 전문인력 양성 및 양질의 일자리 창출 기대","○ 도내 콘텐츠기업, 대학, 재학생
○ 도내 문화콘텐츠기업 대상 현장 실습비 지원
※ 4년제 대학 3 ~ 4학년, 2년제 대학 2학년 실습생에 대해 현장 실습 운영 시 기업에게   현장 실습비 직접 지원(기업당 최대 2명, 최저임금 기준 1인당 206천원*3개월)
※ 25%는 각 대학별 현장실습센터에서 지원",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"일자리,교육","취업,미래역량강화",경상남도
현장실습비 지원,"청년의 지역기업 이해 및 적응력 향상으로 취업을 통한 지역정착 유도, 기업의 현장실습학기제 참여 유도로 도내 청년의 취업역량 강화 ",대학생 현장실습학기제 참여기업 대상 현장실습비 지원 ,,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"일자리,교육","취업,미래역량강화",경상남도
글로컬대학30 프로젝트,"대학의 내‧외부 벽을 허물고, 지역‧산업계 등과 파트너십을 기반으로 지역-대학의 동반성장을 이끌어갈 대학을 집중 지원","○ 글로컬대학의 실행계획 이행 및 성과관리 추진
○ (경상대) 국내 최초 우주항공‧방산 분야 단과대학 ‘우주항공대학’ 운영, 지역 전략산업 연구역량 강화를 위한 대학원과 연구소 통합조직 ‘우주항공방산과학기술원’ 설립 등
○ (창원대) 방산‧원전‧스마트제조 특성화 고급인재 양성을 위한 ‘글로컬첨단과학기술대학’ 운영 및 ‘경남창원특성화과학원’ 설립, 국‧공립대 통합을 통한 지역 정주인재 양성 등
○ (인제대) 지자체-대학 통합 거버넌스 ‘김해인재양성재단’ 설립, 바이오헬스‧스마트물류‧미래모빌리티 등 지역 특화산업 전문인력 양성을 위한 ‘현장캠퍼스’ 구축 등",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"일자리,교육","취업,미래역량강화",경상남도
지역혁신중심 대학지원체계(RISE) 구축,지역-대학의 공동위기 극복을 위한 지역-대학 간 협력을 통한 인재양성-취·창업-정주의 발전 생태계 구축 ,"○ 지역주도로 지역발전전략과 대학지원을 연계하여 지역-대학의 동반성장을 추진하는 ‘지역혁신중심 대학 지원(RISE, Regional Innovation System&Education)’
○ 경남 RISE 5대 프로젝트
  - 대학 자율혁신 지원, 지역전략산업 연계 특성화 대학 육성, 지역 연구 특성화 대학 육성
  - 지역혁신‧성장지원 평생교육 체계 마련, 창업 및 지역문제 해결을 통한 지역정주환경 조성",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,"일자리,교육","취업,미래역량강화",경상남도
대학생 학자금대출 이자 지원,"경제적 이유로 교육을 받기 곤란한 대학생 등에게 균등한 고등교육을 받을 기회를 제공하고, 도내 고등교육기관 경쟁력 제고","○ 도내 주소지를 두고 도내 대학에 재·휴학 중인 대학(원)생 및 졸업 후 5년 이내 미취업자
○ 한국장학재단을 통해 받은 대출금의 이자 지원",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,교육,교육비지원,경상남도
도립대학 전액 장학금 지급,"등록금 부담 완화 등 안정적인 학업 여건 조성, 지역인재 유치 및 도립대학의 공적 역할 강화 ","○ 도립대학 재학생(국가장학금 신청 필수)
○ 도립대학 재학생 장학금(등록금 전액) 지급 
※ 국가장학금을 제외한 등록금 해당액 전액 지급 ",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,교육,교육비지원,경상남도
청년농멘토링 지원,"혁신밸리 청년농의 다양한 농업기술 습득, 스마트팜 관리, ICT 활용, 농산물 유통, 창농 계획 등 구체화로 안정적 영농 정착 도모","○ 19 ~ 39세 임대형 스마트팜 청년농업인
○ 임대형 스마트팜 청년농과 컨설턴트 컨설팅 지원",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,교육,미래역량강화,경상남도
경남에서 한 달 여행하기,"경남에서 생활하며 여행하는 장기체류 여행 프로젝트 추진으로 경남관광 홍보 및 지역경제 활성화 도모, 장기체류 여행을 통한 타 지역 청년 등 경남관광자원 체험기회 제공 및 이주 분위기 조성","○ 홍보효과가 높은 블로거 등 개인 SNS 활동이 활발한 자(청년 우대 선정) 
○ 경남지역에 머물면서 개별자유여행 진행, 관광자원·지역문화예술·역사 자원·축제 등을 체험하고 참가자의 개인 SNS를 통한 홍보
○ 팀별 숙박비(1일당 5만원 이내, 팀당 1 ~ 2명), 체험비(1인당 7 ~ 10만원 이내)",,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",,19.0,39.0,복지문화,문화활동,경상남도
청년 365 핫플레이스 조성,청년이 365일 즐기고 힐링할 수 있는 핫플레이스 조성으로 청년의 문화수요 충족,"○ 지역 특색을 살린 문화예술 프로그램 및 청년 선호 콘텐츠 지원
  - 문화예술 프로그램 : 버스킹 등 청년 예술인 공연, 전시, 아트마켓 등
  - 청년 선호 콘텐츠 : 브랜드 팝업스토어 운영, 원데이클래스 등",,"48121,48123,48125,48127,48129,48170,48220,48250",,19.0,39.0,복지문화,문화활동,경상남도
